ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,LRG,5.15,4.95,4.15,4.1,5.05,4.95,4.7,2.95,GEO
CatBoostEncoder,KNN,5.4,4.1,4.15,3.75,4.95,4.8,5.75,3.1,GEO
CatBoostEncoder,MLP,4.9,3.9,4.8,4.6,4.65,5.4,4.05,3.7,GEO
CatBoostEncoder,RF,4.3,3.6,3.0,4.5,4.6,5.6,5.25,5.15,GEO
CatBoostEncoder,DTREE,3.05,3.0,5.6,4.2,5.2,5.5,4.05,5.4,GEO
CatBoostEncoder,SGD,5.25,2.95,3.05,5.4,4.5,5.4,4.05,5.4,GEO
CatBoostEncoder,ABC,4.4,3.95,4.6,4.7,4.0,5.35,3.5,5.5,GEO
CatBoostEncoder,SVM,7.15,4.15,3.25,3.85,3.6,4.45,3.75,5.8,GEO
,avarage,4.95,3.82,4.07,4.39,4.57,5.18,4.39,4.62,GEO
,std,1.17,0.65,0.93,0.53,0.54,0.4,0.78,1.17,GEO
