ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,KNN,2.7,3.9,5.1,4.6,4.9,5.7,4.4,4.7,F1
HashingEncoder,ABC,2.0,2.25,5.65,5.65,5.45,5.85,4.0,5.15,F1
HashingEncoder,SGD,3.65,2.95,3.7,4.4,5.55,6.0,4.35,5.4,F1
HashingEncoder,MLP,2.5,2.15,3.95,5.55,4.45,6.2,5.6,5.6,F1
HashingEncoder,RF,2.2,3.2,5.2,4.7,4.55,6.1,4.25,5.8,F1
HashingEncoder,LRG,2.1,2.4,4.55,4.45,5.0,6.25,5.25,6.0,F1
HashingEncoder,DTREE,2.25,2.8,4.55,5.1,4.45,5.2,5.0,6.65,F1
HashingEncoder,SVM,3.45,3.45,3.75,4.55,4.25,5.25,4.5,6.8,F1
,avarage,2.61,2.89,4.56,4.88,4.82,5.82,4.67,5.76,F1
,std,0.63,0.61,0.72,0.5,0.48,0.41,0.55,0.72,F1
