ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,MLP,4.1,3.3,4.0,4.6,4.8,5.7,5.6,3.9,SPE
HashingEncoder,KNN,5.3,2.9,4.9,5.5,3.9,4.3,5.1,4.1,SPE
HashingEncoder,ABC,3.3,2.45,5.15,4.95,5.55,5.35,4.8,4.45,SPE
HashingEncoder,SGD,5.65,3.9,5.75,3.7,4.1,4.2,4.05,4.65,SPE
HashingEncoder,RF,4.0,3.1,5.2,4.9,4.45,4.7,4.35,5.3,SPE
HashingEncoder,LRG,4.1,3.25,4.85,4.45,4.45,4.55,4.85,5.5,SPE
HashingEncoder,DTREE,3.15,2.55,4.75,5.2,4.55,5.1,4.9,5.8,SPE
HashingEncoder,SVM,6.65,4.05,3.3,4.45,2.9,3.85,4.1,6.7,SPE
,avarage,4.53,3.19,4.74,4.72,4.34,4.72,4.72,5.05,SPE
,std,1.22,0.57,0.76,0.55,0.76,0.63,0.53,0.95,SPE
