ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,KNN,4.9,3.5,4.3,5.0,4.4,5.0,4.7,4.2,GEO
HashingEncoder,MLP,4.0,2.95,3.85,4.65,4.45,5.9,5.9,4.3,GEO
HashingEncoder,RF,4.2,3.1,5.15,4.8,4.5,4.9,4.45,4.9,GEO
HashingEncoder,SGD,4.95,3.8,4.15,4.4,4.45,5.05,4.05,5.15,GEO
HashingEncoder,SVM,6.75,4.25,3.05,4.45,3.35,5.15,3.8,5.2,GEO
HashingEncoder,ABC,3.1,2.75,4.85,5.15,5.05,5.05,4.8,5.25,GEO
HashingEncoder,LRG,4.0,3.35,4.45,4.1,4.25,5.25,4.7,5.9,GEO
HashingEncoder,DTREE,2.65,2.65,4.35,5.4,4.6,5.1,4.8,6.45,GEO
,avarage,4.32,3.29,4.27,4.74,4.38,5.18,4.65,5.17,GEO
,std,1.26,0.55,0.64,0.43,0.48,0.31,0.63,0.75,GEO
