ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,KNN,5.8,4.3,4.2,5.1,3.6,4.0,5.5,3.5,GEO
BinaryEncoder,MLP,5.35,3.9,4.75,4.2,3.9,4.95,4.7,4.25,GEO
BinaryEncoder,ABC,5.5,4.45,4.15,3.6,3.7,4.9,4.8,4.9,GEO
BinaryEncoder,RF,4.3,4.0,4.6,3.8,4.3,5.1,4.9,5.0,GEO
BinaryEncoder,LRG,5.05,5.25,4.1,3.6,3.35,5.05,4.45,5.15,GEO
BinaryEncoder,SGD,6.2,3.6,3.5,3.9,4.6,4.5,4.3,5.4,GEO
BinaryEncoder,DTREE,3.4,3.5,4.2,5.2,4.25,6.0,3.95,5.5,GEO
BinaryEncoder,SVM,7.25,4.3,3.1,3.4,2.95,5.15,4.25,5.6,GEO
,avarage,5.36,4.16,4.07,4.1,3.83,4.96,4.61,4.91,GEO
,std,1.17,0.55,0.54,0.69,0.54,0.57,0.48,0.71,GEO
