ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,KNN,3.1,4.8,4.8,4.6,4.65,5.65,4.0,4.4,REC
GLMMEncoder,DTREE,3.25,4.4,4.05,4.65,4.75,5.25,5.25,4.4,REC
GLMMEncoder,RF,2.65,3.9,4.7,3.95,5.05,5.25,5.8,4.7,REC
GLMMEncoder,ABC,3.05,3.6,4.55,4.6,4.8,5.8,4.35,5.25,REC
GLMMEncoder,SVM,3.45,4.45,3.6,4.4,4.8,5.85,4.15,5.3,REC
GLMMEncoder,MLP,3.4,4.35,3.8,3.65,4.1,5.15,5.7,5.85,REC
GLMMEncoder,LRG,3.0,3.4,4.3,4.4,4.6,5.4,4.85,6.05,REC
GLMMEncoder,SGD,4.15,4.05,4.55,3.7,4.2,4.9,4.35,6.1,REC
,avarage,3.26,4.12,4.29,4.24,4.62,5.41,4.81,5.26,REC
,std,0.44,0.47,0.44,0.41,0.32,0.33,0.71,0.7,REC
