ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,ABC,5.95,5.15,4.45,3.75,3.55,4.45,5.15,3.55,IBA
BaseNEncoder,RF,4.75,3.95,4.55,5.2,4.25,5.9,3.8,3.6,IBA
BaseNEncoder,KNN,5.2,4.0,4.1,5.1,3.9,4.4,5.6,3.7,IBA
BaseNEncoder,DTREE,3.8,3.5,3.1,5.4,4.65,5.7,5.55,4.3,IBA
BaseNEncoder,SGD,6.15,3.8,3.85,2.95,4.35,5.15,4.7,5.05,IBA
BaseNEncoder,MLP,5.5,3.9,3.7,3.05,5.15,5.3,4.2,5.2,IBA
BaseNEncoder,SVM,7.25,4.1,2.6,3.85,3.75,4.65,4.4,5.4,IBA
BaseNEncoder,LRG,4.85,4.85,3.55,4.45,3.55,5.25,3.75,5.75,IBA
,avarage,5.43,4.16,3.74,4.22,4.14,5.1,4.64,4.57,IBA
,std,1.04,0.56,0.66,0.97,0.57,0.56,0.73,0.89,IBA
