ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,DTREE,4.7,4.05,4.9,3.9,5.55,4.9,4.7,3.3,SPE
MEstimateEncoder,KNN,5.6,3.5,4.45,4.8,4.4,3.7,6.05,3.5,SPE
MEstimateEncoder,MLP,5.2,4.0,4.55,4.0,4.5,4.95,4.8,4.0,SPE
MEstimateEncoder,ABC,4.5,3.6,4.6,4.0,5.0,4.9,5.3,4.1,SPE
MEstimateEncoder,SGD,6.35,3.35,5.2,3.6,5.4,3.6,4.35,4.15,SPE
MEstimateEncoder,LRG,4.8,4.3,4.85,4.4,4.55,3.75,5.15,4.2,SPE
MEstimateEncoder,RF,4.85,3.85,5.25,3.65,4.8,3.8,5.2,4.6,SPE
MEstimateEncoder,SVM,6.75,4.25,3.85,4.55,3.3,3.3,4.6,5.4,SPE
,avarage,5.34,3.86,4.71,4.11,4.69,4.11,5.02,4.16,SPE
,std,0.82,0.35,0.45,0.43,0.7,0.68,0.53,0.65,SPE
