ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,KNN,5.25,3.75,3.75,4.95,5.15,4.95,4.35,3.85,GEO
OneHotEncoder,SGD,6.6,4.15,4.7,3.25,3.65,4.75,4.75,4.15,GEO
OneHotEncoder,RF,5.9,5.0,4.15,4.1,3.95,4.0,4.55,4.35,GEO
OneHotEncoder,SVM,7.45,4.8,2.5,3.9,3.75,4.25,4.55,4.8,GEO
OneHotEncoder,MLP,5.65,4.4,4.35,3.45,3.45,5.35,4.5,4.85,GEO
OneHotEncoder,DTREE,4.3,4.8,3.9,3.9,3.1,6.05,4.9,5.05,GEO
OneHotEncoder,LRG,5.7,5.8,3.55,2.8,3.7,4.45,4.85,5.15,GEO
OneHotEncoder,ABC,5.5,4.4,4.7,3.95,3.35,4.55,4.2,5.35,GEO
,avarage,5.79,4.64,3.95,3.79,3.76,4.79,4.58,4.69,GEO
,std,0.93,0.62,0.72,0.64,0.62,0.66,0.24,0.52,GEO
