ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,RF,2.7,3.85,5.1,5.35,4.55,6.9,4.15,3.4,REC
BaseNEncoder,MLP,3.65,3.95,4.45,3.6,5.5,6.1,4.85,3.9,REC
BaseNEncoder,ABC,3.55,4.75,5.1,4.35,4.2,5.6,4.25,4.2,REC
BaseNEncoder,KNN,2.6,4.05,4.9,4.85,4.5,6.05,4.65,4.4,REC
BaseNEncoder,SVM,3.2,3.75,4.55,4.55,4.55,5.8,5.05,4.55,REC
BaseNEncoder,SGD,3.7,3.6,4.25,4.35,5.1,5.75,4.35,4.9,REC
BaseNEncoder,LRG,2.55,4.15,4.3,5.45,3.95,6.05,4.55,5.0,REC
BaseNEncoder,DTREE,2.2,3.85,3.2,5.45,3.85,6.6,5.7,5.15,REC
,avarage,3.02,3.99,4.48,4.74,4.52,6.11,4.69,4.44,REC
,std,0.58,0.35,0.62,0.66,0.56,0.44,0.51,0.59,REC
