ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,RF,4.55,3.75,5.35,3.95,5.6,4.0,5.4,3.4,GEO
MEstimateEncoder,KNN,5.3,3.6,4.35,4.7,4.75,3.95,5.95,3.4,GEO
MEstimateEncoder,LRG,4.6,4.4,4.85,4.3,4.85,4.35,5.05,3.6,GEO
MEstimateEncoder,MLP,5.0,3.45,4.8,3.95,5.0,4.75,4.95,4.1,GEO
MEstimateEncoder,DTREE,4.1,4.2,5.1,3.6,5.0,5.2,4.6,4.2,GEO
MEstimateEncoder,ABC,3.9,3.4,4.7,4.0,4.5,5.1,5.1,5.3,GEO
MEstimateEncoder,SVM,6.65,4.15,3.55,4.6,3.4,3.8,4.35,5.5,GEO
MEstimateEncoder,SGD,5.0,3.1,4.35,3.1,5.2,4.95,4.6,5.7,GEO
,avarage,4.89,3.76,4.63,4.02,4.79,4.51,5.0,4.4,GEO
,std,0.85,0.45,0.55,0.52,0.65,0.56,0.51,0.96,GEO
