ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,KNN,6.3,4.8,3.6,4.3,4.05,4.15,5.3,3.5,IBA
GLMMEncoder,LRG,5.2,4.8,4.55,4.5,3.95,4.8,4.7,3.5,IBA
GLMMEncoder,SGD,5.65,4.1,4.7,4.4,5.55,4.45,3.5,3.65,IBA
GLMMEncoder,RF,4.2,3.8,5.1,4.2,5.1,3.9,5.3,4.4,IBA
GLMMEncoder,DTREE,3.8,3.9,4.5,4.6,5.55,4.55,4.55,4.55,IBA
GLMMEncoder,ABC,4.35,3.2,4.65,4.05,5.3,4.85,5.05,4.55,IBA
GLMMEncoder,MLP,5.4,4.4,3.8,3.65,4.5,4.1,5.35,4.8,IBA
GLMMEncoder,SVM,6.9,4.55,2.8,4.0,4.1,5.5,3.25,4.9,IBA
,avarage,5.22,4.19,4.21,4.21,4.76,4.54,4.62,4.23,IBA
,std,1.07,0.55,0.75,0.31,0.69,0.51,0.83,0.59,IBA
