ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,ABC,5.95,5.25,4.25,3.85,3.65,4.35,5.15,3.55,GEO
BaseNEncoder,RF,4.85,4.05,4.65,5.15,4.05,5.9,3.7,3.65,GEO
BaseNEncoder,KNN,5.3,4.0,4.1,5.0,3.8,4.5,5.6,3.7,GEO
BaseNEncoder,DTREE,3.9,3.5,3.1,5.25,4.55,5.85,5.55,4.3,GEO
BaseNEncoder,SGD,6.25,4.0,3.85,2.9,4.25,5.25,4.35,5.15,GEO
BaseNEncoder,MLP,5.7,3.95,3.6,2.85,5.05,5.2,4.45,5.2,GEO
BaseNEncoder,SVM,7.15,4.1,2.5,3.75,3.55,4.75,4.6,5.6,GEO
BaseNEncoder,LRG,4.95,4.85,3.45,4.55,3.4,5.25,3.9,5.65,GEO
,avarage,5.51,4.21,3.69,4.16,4.04,5.13,4.66,4.6,GEO
,std,0.99,0.56,0.68,0.97,0.56,0.57,0.71,0.9,GEO
