ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.9,4.4,5.2,4.2,4.4,5.4,4.6,3.9,PRE
HelmertEncoder,KNN,4.5,4.3,3.75,4.15,5.05,5.7,3.95,4.6,PRE
HelmertEncoder,MLP,4.4,3.4,4.5,3.35,4.55,5.85,5.15,4.8,PRE
HelmertEncoder,SVM,4.55,4.25,3.6,5.0,4.6,4.95,4.15,4.9,PRE
HelmertEncoder,SGD,5.0,4.1,4.1,5.3,4.9,3.45,4.15,5.0,PRE
HelmertEncoder,ABC,4.15,3.85,4.15,4.05,4.15,5.45,5.15,5.05,PRE
HelmertEncoder,RF,3.2,3.9,4.8,3.8,4.5,5.3,5.2,5.3,PRE
HelmertEncoder,LRG,2.2,3.3,4.9,4.5,4.4,6.3,5.0,5.4,PRE
,avarage,3.99,3.94,4.38,4.29,4.57,5.3,4.67,4.87,PRE
,std,0.9,0.41,0.57,0.63,0.29,0.85,0.52,0.47,PRE
