ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,KNN,5.3,3.8,3.75,5.1,5.05,4.95,4.65,3.4,IBA
JamesSteinEncoder,MLP,4.55,2.95,3.5,4.9,6.05,4.75,5.15,4.15,IBA
JamesSteinEncoder,ABC,3.7,3.1,4.5,4.6,4.5,5.75,5.6,4.25,IBA
JamesSteinEncoder,DTREE,4.25,4.75,4.1,4.5,4.55,5.9,3.6,4.35,IBA
JamesSteinEncoder,LRG,4.15,4.15,4.85,4.25,4.0,5.0,4.95,4.65,IBA
JamesSteinEncoder,SGD,4.95,3.15,3.6,4.7,4.55,4.4,6.0,4.65,IBA
JamesSteinEncoder,RF,4.55,3.95,4.25,4.05,5.35,4.25,4.6,5.0,IBA
JamesSteinEncoder,SVM,6.95,4.5,3.1,4.35,4.1,4.2,3.7,5.1,IBA
,avarage,4.8,3.79,3.96,4.56,4.77,4.9,4.78,4.44,IBA
,std,1.0,0.67,0.57,0.34,0.68,0.65,0.84,0.54,IBA
