ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,ABC,4.4,4.1,5.3,4.9,4.7,4.95,3.6,4.05,PRE
CatBoostEncoder,KNN,4.0,3.7,4.25,4.15,5.25,5.5,5.05,4.1,PRE
CatBoostEncoder,LRG,3.5,4.3,4.2,4.25,5.5,5.2,4.95,4.1,PRE
CatBoostEncoder,DTREE,3.3,3.7,5.4,3.7,5.7,5.3,4.1,4.8,PRE
CatBoostEncoder,RF,3.15,3.95,4.0,4.5,5.3,5.6,4.6,4.9,PRE
CatBoostEncoder,MLP,4.1,4.35,4.65,4.35,4.0,5.4,4.0,5.15,PRE
CatBoostEncoder,SVM,4.85,4.55,3.35,4.25,3.5,5.35,4.55,5.6,PRE
CatBoostEncoder,SGD,4.7,3.45,2.5,5.45,4.75,5.1,3.9,6.15,PRE
,avarage,4.0,4.01,4.21,4.44,4.84,5.3,4.34,4.86,PRE
,std,0.64,0.38,0.96,0.53,0.76,0.21,0.52,0.77,PRE
