ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,KNN,4.0,3.4,4.85,5.05,3.95,5.4,4.75,4.6,PRE
OrdinalEncoder,SGD,4.9,3.8,3.9,3.0,5.2,5.9,4.4,4.9,PRE
OrdinalEncoder,SVM,4.45,4.35,3.95,4.95,4.35,5.15,3.8,5.0,PRE
OrdinalEncoder,RF,2.35,2.95,5.05,5.2,5.35,6.05,4.0,5.05,PRE
OrdinalEncoder,MLP,3.15,2.6,4.95,4.6,4.3,5.6,5.5,5.3,PRE
OrdinalEncoder,ABC,4.05,4.45,4.25,3.95,3.8,5.65,4.15,5.7,PRE
OrdinalEncoder,DTREE,2.8,3.25,3.85,4.6,3.7,6.2,5.6,6.0,PRE
OrdinalEncoder,LRG,2.2,2.4,4.65,4.9,5.2,5.3,5.35,6.0,PRE
,avarage,3.49,3.4,4.43,4.53,4.48,5.66,4.69,5.32,PRE
,std,1.0,0.76,0.5,0.73,0.68,0.37,0.71,0.53,PRE
