ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,DTREE,5.05,5.25,3.65,3.95,4.65,5.05,5.25,3.15,GEO
SumEncoder,MLP,5.55,4.05,4.4,4.0,4.65,4.85,4.9,3.6,GEO
SumEncoder,KNN,5.7,4.1,4.6,3.4,4.3,5.05,4.7,4.15,GEO
SumEncoder,LRG,5.65,5.75,3.4,4.55,3.6,5.05,3.75,4.25,GEO
SumEncoder,RF,5.05,4.25,4.0,3.2,4.8,4.9,5.0,4.8,GEO
SumEncoder,ABC,4.95,4.15,3.7,4.1,4.25,3.95,5.95,4.95,GEO
SumEncoder,SVM,7.35,5.15,2.45,3.75,3.25,4.85,4.2,5.0,GEO
SumEncoder,SGD,6.3,3.95,4.5,3.8,3.65,4.8,3.75,5.25,GEO
,avarage,5.7,4.58,3.84,3.84,4.14,4.81,4.69,4.39,GEO
,std,0.8,0.69,0.71,0.42,0.58,0.36,0.76,0.74,GEO
