ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,MLP,5.45,4.2,4.35,4.0,4.75,5.1,4.7,3.45,IBA
SumEncoder,SVM,7.45,5.35,2.65,3.85,3.45,5.15,4.2,3.9,IBA
SumEncoder,LRG,5.45,5.85,3.6,4.6,3.6,4.95,3.85,4.1,IBA
SumEncoder,SGD,6.2,4.2,4.7,3.95,3.95,4.9,3.65,4.45,IBA
SumEncoder,DTREE,4.85,5.15,3.15,3.75,4.55,4.95,5.05,4.55,IBA
SumEncoder,ABC,4.85,3.85,3.6,4.3,4.25,3.85,6.15,5.15,IBA
SumEncoder,KNN,5.5,3.8,4.6,3.3,4.0,5.0,4.5,5.3,IBA
SumEncoder,RF,4.95,4.15,3.8,3.1,4.7,4.7,4.8,5.8,IBA
,avarage,5.59,4.57,3.81,3.86,4.16,4.82,4.61,4.59,IBA
,std,0.88,0.77,0.71,0.49,0.49,0.42,0.78,0.79,IBA
