ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,KNN,5.2,3.7,3.8,5.0,5.2,4.9,4.4,3.8,IBA
OneHotEncoder,SGD,6.45,4.1,4.25,3.2,3.9,4.95,4.8,4.35,IBA
OneHotEncoder,MLP,5.65,4.35,4.65,3.45,3.55,5.15,4.65,4.55,IBA
OneHotEncoder,ABC,5.3,4.7,4.6,4.1,3.4,4.95,4.3,4.65,IBA
OneHotEncoder,DTREE,4.5,4.8,3.9,3.9,3.3,5.75,5.1,4.75,IBA
OneHotEncoder,LRG,5.4,5.55,3.65,2.7,3.85,4.45,5.05,5.35,IBA
OneHotEncoder,RF,5.8,4.8,3.95,3.9,3.75,3.8,4.1,5.9,IBA
OneHotEncoder,SVM,7.45,4.7,2.6,3.9,3.15,3.95,4.35,5.9,IBA
,avarage,5.72,4.59,3.92,3.77,3.76,4.74,4.59,4.91,IBA
,std,0.89,0.55,0.65,0.68,0.64,0.64,0.37,0.75,IBA
