ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,SGD,5.95,4.1,5.9,3.8,4.4,4.4,3.95,3.5,SPE
HashingEncoder,KNN,5.3,3.0,4.9,5.4,4.0,4.25,5.3,3.85,SPE
HashingEncoder,ABC,3.4,2.45,5.25,5.15,5.35,5.3,4.8,4.3,SPE
HashingEncoder,MLP,4.1,3.15,3.85,4.65,4.5,5.7,5.6,4.45,SPE
HashingEncoder,LRG,4.15,3.3,5.0,4.5,4.4,4.8,4.8,5.05,SPE
HashingEncoder,DTREE,3.25,2.6,4.85,5.2,4.55,5.1,4.9,5.55,SPE
HashingEncoder,RF,4.0,3.1,5.2,4.7,4.45,4.8,4.15,5.6,SPE
HashingEncoder,SVM,6.65,4.15,3.3,4.45,2.8,4.05,3.9,6.7,SPE
,avarage,4.6,3.23,4.78,4.73,4.31,4.8,4.68,4.88,SPE
,std,1.23,0.62,0.83,0.51,0.72,0.56,0.62,1.06,SPE
