ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,5.5,4.4,4.6,4.6,4.3,4.7,4.5,3.4,IBA
LeaveOneOutEncoder,MLP,5.4,4.2,4.0,4.65,4.1,5.3,4.65,3.7,IBA
LeaveOneOutEncoder,SGD,5.8,3.5,4.15,3.65,5.1,5.15,4.8,3.85,IBA
LeaveOneOutEncoder,LRG,5.55,5.45,3.8,3.85,3.9,4.3,5.2,3.95,IBA
LeaveOneOutEncoder,DTREE,2.05,1.8,5.6,6.05,5.55,5.7,4.5,4.75,IBA
LeaveOneOutEncoder,RF,2.25,1.75,5.6,4.7,6.1,5.4,5.4,4.8,IBA
LeaveOneOutEncoder,SVM,7.05,4.7,2.4,4.35,4.6,3.6,3.8,5.5,IBA
LeaveOneOutEncoder,ABC,2.1,1.65,6.1,5.35,4.5,5.95,4.65,5.7,IBA
,avarage,4.46,3.43,4.53,4.65,4.77,5.01,4.69,4.46,IBA
,std,2.0,1.51,1.21,0.77,0.76,0.77,0.48,0.86,IBA
