ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,2.7,4.55,5.9,4.6,4.85,5.7,3.8,3.9,REC
LeaveOneOutEncoder,SGD,3.6,3.15,3.8,4.25,6.15,5.55,5.55,3.95,REC
LeaveOneOutEncoder,LRG,2.55,3.5,4.8,4.1,5.1,5.6,6.15,4.2,REC
LeaveOneOutEncoder,SVM,3.55,4.85,3.7,4.35,5.2,4.9,4.65,4.8,REC
LeaveOneOutEncoder,MLP,3.0,3.6,5.35,4.65,3.85,5.25,4.65,5.65,REC
LeaveOneOutEncoder,RF,2.0,2.15,5.3,4.45,5.5,5.9,5.0,5.7,REC
LeaveOneOutEncoder,DTREE,2.25,2.6,4.45,5.1,4.5,6.4,4.75,5.95,REC
LeaveOneOutEncoder,ABC,2.0,1.85,5.7,5.25,4.9,5.95,4.2,6.15,REC
,avarage,2.71,3.28,4.88,4.59,5.01,5.66,4.84,5.04,REC
,std,0.64,1.07,0.83,0.4,0.68,0.46,0.74,0.93,REC
