ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,KNN,5.5,4.2,4.1,5.1,3.6,4.1,5.7,3.7,IBA
BinaryEncoder,MLP,5.35,3.85,4.65,4.1,4.2,4.85,4.75,4.25,IBA
BinaryEncoder,ABC,5.4,4.45,3.95,3.6,3.9,5.0,4.9,4.8,IBA
BinaryEncoder,RF,4.4,3.8,4.8,3.6,4.4,4.9,5.0,5.1,IBA
BinaryEncoder,LRG,5.05,5.15,4.05,3.75,3.45,5.05,4.35,5.15,IBA
BinaryEncoder,SVM,7.25,4.0,2.9,3.6,3.15,5.25,4.25,5.6,IBA
BinaryEncoder,DTREE,3.4,3.4,4.1,5.1,4.15,6.25,3.95,5.65,IBA
BinaryEncoder,SGD,6.2,3.6,3.4,3.75,4.7,4.2,4.45,5.7,IBA
,avarage,5.32,4.06,3.99,4.07,3.94,4.95,4.67,4.99,IBA
,std,1.14,0.55,0.62,0.65,0.52,0.66,0.54,0.72,IBA
