ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,RF,4.15,4.45,4.3,3.8,5.0,4.9,4.9,4.5,F1
SumEncoder,DTREE,3.95,5.35,3.25,3.45,4.75,5.35,5.15,4.75,F1
SumEncoder,SGD,4.45,3.8,4.65,3.95,4.05,5.65,4.6,4.85,F1
SumEncoder,ABC,4.05,4.35,3.7,4.1,4.95,4.45,4.85,5.55,F1
SumEncoder,KNN,3.2,4.2,5.1,3.5,4.8,5.8,3.4,6.0,F1
SumEncoder,SVM,4.65,4.45,3.45,3.65,4.45,5.15,4.1,6.1,F1
SumEncoder,LRG,2.7,3.95,3.9,4.7,3.95,6.1,4.5,6.2,F1
SumEncoder,MLP,4.05,3.9,3.95,3.6,4.65,5.35,4.0,6.5,F1
,avarage,3.9,4.31,4.04,3.84,4.57,5.34,4.44,5.56,F1
,std,0.64,0.49,0.62,0.41,0.39,0.52,0.57,0.76,F1
