ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.1,4.7,4.8,4.4,4.6,5.6,5.0,3.8,F1
HelmertEncoder,RF,3.2,3.75,4.7,4.05,4.65,5.45,5.2,5.0,F1
HelmertEncoder,ABC,3.55,3.55,4.25,5.05,4.05,5.35,5.05,5.15,F1
HelmertEncoder,SVM,3.75,4.25,4.15,4.2,5.1,5.4,3.95,5.2,F1
HelmertEncoder,KNN,3.1,4.5,4.55,3.95,4.95,6.2,3.45,5.3,F1
HelmertEncoder,MLP,4.3,3.2,4.7,3.55,4.15,6.05,4.75,5.3,F1
HelmertEncoder,LRG,2.1,3.3,5.3,3.9,4.5,6.2,5.0,5.7,F1
HelmertEncoder,SGD,4.55,4.2,4.3,4.5,4.75,4.05,3.95,5.7,F1
,avarage,3.46,3.93,4.59,4.2,4.59,5.54,4.54,5.14,F1
,std,0.77,0.56,0.37,0.46,0.36,0.7,0.66,0.6,F1
