ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,DTREE,3.75,3.35,4.35,5.05,3.55,5.75,5.85,4.35,SPE
OrdinalEncoder,SGD,5.9,3.7,3.6,5.0,4.8,4.3,4.3,4.4,SPE
OrdinalEncoder,KNN,6.1,3.7,4.15,4.45,3.25,3.8,6.05,4.5,SPE
OrdinalEncoder,MLP,4.25,3.25,4.5,4.65,4.1,5.0,5.15,5.1,SPE
OrdinalEncoder,SVM,6.85,4.95,2.8,4.95,3.8,4.5,2.85,5.3,SPE
OrdinalEncoder,ABC,5.7,4.4,3.5,3.7,3.3,4.2,5.7,5.5,SPE
OrdinalEncoder,RF,4.35,3.55,4.65,4.7,4.35,4.35,4.5,5.55,SPE
OrdinalEncoder,LRG,4.6,3.6,4.35,4.8,4.0,3.7,5.15,5.8,SPE
,avarage,5.19,3.81,3.99,4.66,3.89,4.45,4.94,5.06,SPE
,std,1.09,0.57,0.63,0.44,0.53,0.66,1.05,0.57,SPE
