ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,DTREE,3.25,4.4,4.9,3.2,5.4,5.65,5.0,4.2,REC
MEstimateEncoder,KNN,3.1,4.1,4.75,4.5,4.65,5.15,4.65,5.1,REC
MEstimateEncoder,ABC,2.95,3.7,5.15,3.95,5.3,5.25,4.6,5.1,REC
MEstimateEncoder,RF,2.85,3.55,5.0,4.3,5.5,4.85,4.8,5.15,REC
MEstimateEncoder,SVM,3.6,4.6,3.95,4.55,4.55,5.05,4.45,5.25,REC
MEstimateEncoder,SGD,3.2,2.95,4.7,3.55,5.2,6.5,4.45,5.45,REC
MEstimateEncoder,LRG,2.15,3.15,4.15,4.3,5.4,5.5,5.75,5.6,REC
MEstimateEncoder,MLP,2.75,3.25,5.0,4.7,5.3,5.15,4.05,5.8,REC
,avarage,2.98,3.71,4.7,4.13,5.16,5.39,4.72,5.21,REC
,std,0.43,0.6,0.43,0.53,0.36,0.51,0.5,0.48,REC
