ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,MLP,5.65,4.6,4.65,3.85,4.05,4.65,4.65,3.9,SPE
SumEncoder,RF,5.25,3.85,4.1,3.6,5.1,5.0,5.0,4.1,SPE
SumEncoder,KNN,6.4,3.95,4.4,4.1,3.7,3.85,5.4,4.2,SPE
SumEncoder,SGD,6.55,4.25,4.95,3.9,4.3,4.25,3.5,4.3,SPE
SumEncoder,SVM,7.35,5.55,2.85,3.65,3.35,4.55,3.7,5.0,SPE
SumEncoder,DTREE,5.05,4.75,3.15,3.85,4.45,4.55,4.85,5.35,SPE
SumEncoder,LRG,5.8,5.4,3.25,4.3,3.75,4.0,4.1,5.4,SPE
SumEncoder,ABC,5.05,3.8,3.95,4.0,4.45,3.95,5.35,5.45,SPE
,avarage,5.89,4.52,3.91,3.91,4.14,4.35,4.57,4.71,SPE
,std,0.82,0.68,0.76,0.23,0.55,0.4,0.73,0.65,SPE
