ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,KNN,4.8,3.8,4.4,4.95,4.5,5.3,4.95,3.3,IBA
HashingEncoder,ABC,3.2,2.15,5.15,5.25,5.45,5.9,4.6,4.3,IBA
HashingEncoder,MLP,4.0,2.8,3.7,4.7,4.45,6.0,6.0,4.35,IBA
HashingEncoder,SGD,5.15,3.75,4.65,4.4,4.8,4.75,3.95,4.55,IBA
HashingEncoder,LRG,3.85,3.35,4.6,4.1,4.55,5.5,4.8,5.25,IBA
HashingEncoder,DTREE,3.05,2.7,4.85,5.2,4.65,5.3,4.7,5.55,IBA
HashingEncoder,RF,3.9,3.1,5.1,4.6,4.45,4.9,4.25,5.7,IBA
HashingEncoder,SVM,6.65,3.75,3.05,4.25,3.15,5.05,3.7,6.4,IBA
,avarage,4.32,3.18,4.44,4.68,4.5,5.34,4.62,4.93,IBA
,std,1.18,0.6,0.72,0.43,0.64,0.45,0.71,0.98,IBA
