ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,KNN,5.2,3.8,3.9,5.0,5.2,4.8,4.4,3.7,IBA
OneHotEncoder,RF,5.9,5.2,4.15,4.3,4.15,4.0,4.3,4.0,IBA
OneHotEncoder,DTREE,4.3,5.0,3.9,3.8,3.4,5.95,5.1,4.55,IBA
OneHotEncoder,MLP,5.55,4.25,4.65,3.45,3.45,5.25,4.45,4.95,IBA
OneHotEncoder,SVM,7.45,4.9,2.7,4.0,3.45,4.15,4.25,5.1,IBA
OneHotEncoder,SGD,6.15,3.9,4.4,3.15,3.75,4.95,4.6,5.1,IBA
OneHotEncoder,LRG,5.5,5.55,3.55,2.6,3.65,4.25,4.85,6.05,IBA
OneHotEncoder,ABC,5.2,4.3,4.3,4.0,3.2,4.75,4.1,6.15,IBA
,avarage,5.66,4.61,3.94,3.79,3.78,4.76,4.51,4.95,IBA
,std,0.91,0.64,0.61,0.73,0.64,0.64,0.33,0.87,IBA
