ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,SVM,7.45,5.65,2.95,3.9,3.65,4.85,3.95,3.6,SPE
SumEncoder,KNN,6.35,4.0,4.55,4.05,3.75,4.2,5.35,3.75,SPE
SumEncoder,MLP,5.75,4.5,4.65,3.95,4.05,4.5,4.75,3.85,SPE
SumEncoder,LRG,5.95,5.75,3.4,4.4,3.9,4.25,4.25,4.1,SPE
SumEncoder,SGD,6.55,4.25,4.95,4.0,4.3,4.15,3.6,4.2,SPE
SumEncoder,DTREE,5.35,5.05,3.15,3.75,4.65,4.75,4.95,4.35,SPE
SumEncoder,ABC,4.95,3.8,4.05,4.2,4.45,4.05,5.35,5.15,SPE
SumEncoder,RF,5.05,3.55,4.0,3.3,4.9,4.9,4.6,5.7,SPE
,avarage,5.92,4.57,3.96,3.94,4.21,4.46,4.6,4.34,SPE
,std,0.84,0.83,0.74,0.33,0.44,0.34,0.63,0.73,SPE
