ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,DTREE,2.45,3.8,3.95,4.9,4.15,6.95,5.55,4.25,REC
OrdinalEncoder,RF,2.25,3.0,4.6,5.35,5.75,6.3,3.8,4.95,REC
OrdinalEncoder,MLP,2.0,2.6,4.6,5.0,4.65,6.2,5.7,5.25,REC
OrdinalEncoder,SVM,3.35,4.15,4.05,4.55,5.1,5.45,4.05,5.3,REC
OrdinalEncoder,LRG,1.85,2.25,4.6,4.95,5.55,5.65,5.7,5.45,REC
OrdinalEncoder,ABC,3.35,4.2,4.05,4.3,4.3,6.0,4.1,5.7,REC
OrdinalEncoder,KNN,3.05,4.8,4.55,3.6,4.25,6.2,3.5,6.05,REC
OrdinalEncoder,SGD,3.8,3.3,4.5,3.8,4.85,5.35,3.7,6.7,REC
,avarage,2.76,3.51,4.36,4.56,4.82,6.01,4.51,5.46,REC
,std,0.72,0.87,0.29,0.62,0.6,0.52,0.96,0.73,REC
