ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,LRG,3.05,3.95,4.25,4.2,5.85,5.85,5.3,3.55,F1
CatBoostEncoder,KNN,3.0,4.0,4.85,4.35,5.35,6.0,4.45,4.0,F1
CatBoostEncoder,MLP,3.3,3.3,5.3,4.4,5.05,6.0,4.45,4.2,F1
CatBoostEncoder,SVM,3.85,3.85,3.75,3.95,5.2,5.75,5.15,4.5,F1
CatBoostEncoder,RF,3.2,3.45,3.75,4.5,5.0,5.8,5.1,5.2,F1
CatBoostEncoder,ABC,3.7,3.75,5.0,5.4,4.4,5.25,3.1,5.4,F1
CatBoostEncoder,DTREE,2.65,3.4,5.8,3.4,5.4,5.6,4.15,5.6,F1
CatBoostEncoder,SGD,4.0,3.05,3.9,4.65,4.4,4.8,5.1,6.1,F1
,avarage,3.34,3.59,4.57,4.36,5.08,5.63,4.6,4.82,F1
,std,0.47,0.34,0.78,0.57,0.49,0.41,0.74,0.89,F1
