ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
TargetEncoder,ABC,3.55,4.35,5.15,4.65,4.15,4.25,6.05,3.85,PRE
TargetEncoder,LRG,3.6,4.1,3.95,3.75,4.95,5.55,5.7,4.4,PRE
TargetEncoder,RF,3.1,4.0,4.4,4.45,5.1,5.1,5.1,4.75,PRE
TargetEncoder,MLP,4.0,3.8,4.5,4.85,4.4,5.0,4.55,4.9,PRE
TargetEncoder,KNN,4.2,4.1,5.15,4.7,4.15,4.15,4.55,5.0,PRE
TargetEncoder,SGD,5.0,3.8,4.65,2.9,3.9,5.6,5.05,5.1,PRE
TargetEncoder,SVM,4.75,4.55,4.55,4.1,3.7,4.7,3.95,5.7,PRE
TargetEncoder,DTREE,4.05,4.05,3.45,5.1,4.0,5.05,4.5,5.8,PRE
,avarage,4.03,4.09,4.48,4.31,4.29,4.93,4.93,4.94,PRE
,std,0.63,0.26,0.57,0.71,0.5,0.54,0.69,0.64,PRE
