ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,ABC,4.4,4.1,5.3,4.9,4.7,4.95,3.5,4.15,PRE
CatBoostEncoder,SGD,5.0,3.65,2.8,5.65,5.0,5.35,3.95,4.6,PRE
CatBoostEncoder,RF,3.05,3.85,3.95,4.6,5.4,5.8,4.6,4.75,PRE
CatBoostEncoder,LRG,3.5,4.2,4.1,4.15,5.4,5.0,4.85,4.8,PRE
CatBoostEncoder,KNN,3.8,3.5,4.15,3.95,5.15,5.5,4.95,5.0,PRE
CatBoostEncoder,MLP,4.2,4.35,4.65,4.45,3.9,5.35,4.1,5.0,PRE
CatBoostEncoder,SVM,4.95,4.65,3.25,4.25,3.7,5.45,4.55,5.2,PRE
CatBoostEncoder,DTREE,3.05,3.5,5.3,3.5,5.6,5.1,3.95,6.0,PRE
,avarage,3.99,3.98,4.19,4.43,4.86,5.31,4.31,4.94,PRE
,std,0.77,0.42,0.89,0.65,0.71,0.29,0.51,0.53,PRE
