ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,DTREE,3.35,4.5,5.0,3.25,5.3,5.45,5.0,4.15,REC
MEstimateEncoder,ABC,2.95,3.7,5.15,4.05,5.3,5.45,4.6,4.8,REC
MEstimateEncoder,RF,2.75,3.45,4.95,4.4,5.4,5.05,4.75,5.25,REC
MEstimateEncoder,SGD,3.0,2.95,4.7,3.7,5.05,6.6,4.35,5.65,REC
MEstimateEncoder,KNN,2.85,3.9,4.45,4.45,4.55,5.05,4.65,6.1,REC
MEstimateEncoder,MLP,2.65,3.15,4.9,4.6,5.35,5.1,4.05,6.2,REC
MEstimateEncoder,LRG,1.95,3.05,3.95,4.15,5.25,5.2,5.65,6.8,REC
MEstimateEncoder,SVM,3.6,4.3,3.7,4.35,4.25,4.75,4.15,6.9,REC
,avarage,2.89,3.62,4.6,4.12,5.06,5.33,4.65,5.73,REC
,std,0.49,0.58,0.53,0.45,0.43,0.56,0.51,0.96,REC
