ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,ABC,3.35,3.6,4.75,4.25,5.4,6.15,4.25,4.25,F1
GLMMEncoder,LRG,3.3,3.8,4.4,4.8,4.4,5.5,5.2,4.6,F1
GLMMEncoder,RF,3.0,3.8,4.8,3.9,4.9,5.2,5.7,4.7,F1
GLMMEncoder,SVM,4.2,4.35,3.8,4.2,4.7,5.8,4.25,4.7,F1
GLMMEncoder,MLP,4.1,4.1,4.1,4.0,4.4,5.2,5.3,4.8,F1
GLMMEncoder,DTREE,3.2,4.3,4.1,4.5,4.65,5.25,5.15,4.85,F1
GLMMEncoder,KNN,3.2,4.7,4.6,4.3,4.45,5.55,4.0,5.2,F1
GLMMEncoder,SGD,4.1,3.6,4.75,3.7,5.45,4.85,4.15,5.4,F1
,avarage,3.56,4.03,4.41,4.21,4.79,5.44,4.75,4.81,F1
,std,0.49,0.4,0.37,0.35,0.43,0.41,0.65,0.36,F1
