ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,RF,2.45,4.0,5.75,3.85,4.65,6.3,5.2,3.8,REC
BinaryEncoder,ABC,3.3,4.15,4.85,5.05,4.75,5.65,4.15,4.1,REC
BinaryEncoder,MLP,3.5,4.15,4.9,3.9,4.8,5.55,4.95,4.25,REC
BinaryEncoder,LRG,2.45,4.2,4.5,4.65,4.0,6.2,5.6,4.4,REC
BinaryEncoder,KNN,2.85,4.2,5.45,4.6,4.1,5.5,4.6,4.7,REC
BinaryEncoder,DTREE,2.4,3.7,4.45,5.2,4.5,6.25,4.6,4.9,REC
BinaryEncoder,SVM,3.2,4.15,4.65,4.2,4.3,5.75,4.3,5.45,REC
BinaryEncoder,SGD,3.45,3.15,4.25,4.3,4.05,5.45,5.45,5.9,REC
,avarage,2.95,3.96,4.85,4.47,4.39,5.83,4.86,4.69,REC
,std,0.47,0.37,0.51,0.5,0.32,0.36,0.53,0.71,REC
