ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,KNN,5.1,4.0,3.55,4.55,4.85,5.5,4.65,3.8,GEO
HelmertEncoder,DTREE,3.7,3.6,4.9,4.5,4.9,5.6,4.5,4.3,GEO
HelmertEncoder,MLP,5.4,3.6,3.8,3.7,4.25,5.45,5.2,4.6,GEO
HelmertEncoder,RF,4.0,3.2,4.9,4.15,4.8,5.1,5.2,4.65,GEO
HelmertEncoder,SGD,6.3,4.75,3.15,4.25,3.7,4.0,4.3,5.55,GEO
HelmertEncoder,LRG,3.9,3.85,4.6,4.5,4.1,5.1,4.35,5.6,GEO
HelmertEncoder,ABC,4.55,3.05,4.05,4.55,3.75,4.95,5.35,5.75,GEO
HelmertEncoder,SVM,6.75,4.45,3.3,4.0,4.0,4.25,3.25,6.0,GEO
,avarage,4.96,3.81,4.03,4.28,4.29,4.99,4.6,5.03,GEO
,std,1.13,0.58,0.7,0.31,0.49,0.59,0.68,0.8,GEO
