ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,LRG,3.6,4.3,4.95,4.4,4.45,4.55,5.35,4.4,PRE
LeaveOneOutEncoder,KNN,3.8,3.5,5.1,4.9,4.4,5.1,4.4,4.8,PRE
LeaveOneOutEncoder,SVM,4.65,4.1,3.4,4.3,4.7,4.9,4.6,5.35,PRE
LeaveOneOutEncoder,MLP,4.0,4.25,4.35,4.75,3.65,4.55,4.95,5.5,PRE
LeaveOneOutEncoder,SGD,4.45,3.4,2.6,4.5,5.35,5.15,4.8,5.75,PRE
LeaveOneOutEncoder,DTREE,2.35,2.15,5.3,4.9,5.2,5.65,4.65,5.8,PRE
LeaveOneOutEncoder,ABC,2.2,1.8,5.6,5.45,4.45,5.45,4.45,6.6,PRE
LeaveOneOutEncoder,RF,2.05,2.05,4.85,4.45,5.55,5.15,4.75,7.15,PRE
,avarage,3.39,3.19,4.52,4.71,4.72,5.06,4.74,5.67,PRE
,std,1.04,1.04,1.03,0.38,0.62,0.39,0.3,0.89,PRE
