ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
TargetEncoder,KNN,5.7,4.6,4.55,4.4,4.05,3.85,5.15,3.7,IBA
TargetEncoder,MLP,5.3,3.85,4.5,4.15,4.05,5.8,4.65,3.7,IBA
TargetEncoder,LRG,5.1,4.9,3.95,3.6,4.55,4.95,5.15,3.8,IBA
TargetEncoder,RF,4.6,4.3,4.1,4.35,5.0,4.2,5.3,4.15,IBA
TargetEncoder,SGD,5.65,3.35,4.6,3.25,3.9,5.6,4.7,4.95,IBA
TargetEncoder,ABC,4.95,3.95,3.65,4.05,3.75,3.95,6.55,5.15,IBA
TargetEncoder,DTREE,4.85,4.35,3.45,5.4,3.8,4.55,4.3,5.3,IBA
TargetEncoder,SVM,7.25,4.45,3.55,4.3,3.4,3.7,3.95,5.4,IBA
,avarage,5.42,4.22,4.04,4.19,4.06,4.57,4.97,4.52,IBA
,std,0.83,0.49,0.47,0.63,0.5,0.8,0.79,0.75,IBA
