ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
TargetEncoder,DTREE,3.65,4.35,3.95,5.1,4.3,5.35,5.1,4.2,F1
TargetEncoder,RF,3.5,4.0,4.3,4.45,5.1,5.2,4.8,4.65,F1
TargetEncoder,KNN,3.4,4.1,5.25,4.8,4.65,4.55,4.05,5.2,F1
TargetEncoder,ABC,2.95,3.85,5.15,4.65,4.25,4.25,5.65,5.25,F1
TargetEncoder,SVM,4.35,4.05,4.05,3.9,4.9,4.3,4.85,5.6,F1
TargetEncoder,LRG,3.0,3.3,3.75,3.8,5.15,5.65,5.65,5.7,F1
TargetEncoder,MLP,3.1,2.85,4.7,4.25,4.25,6.7,4.45,5.7,F1
TargetEncoder,SGD,3.9,2.5,4.7,2.65,4.8,6.05,5.65,5.75,F1
,avarage,3.48,3.62,4.48,4.2,4.68,5.26,5.02,5.26,F1
,std,0.48,0.66,0.56,0.76,0.37,0.87,0.6,0.57,F1
