ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
TargetEncoder,MLP,5.4,3.75,4.4,4.45,4.15,5.3,4.55,4.0,GEO
TargetEncoder,RF,4.8,4.2,4.3,4.35,4.9,4.1,5.2,4.15,GEO
TargetEncoder,KNN,5.6,4.35,4.6,4.4,4.25,3.65,4.95,4.2,GEO
TargetEncoder,LRG,5.0,4.95,3.85,3.65,4.25,4.85,5.15,4.3,GEO
TargetEncoder,ABC,5.05,3.95,4.05,3.85,4.05,4.05,6.55,4.45,GEO
TargetEncoder,SGD,5.35,3.45,5.05,3.15,3.7,5.5,4.45,5.35,GEO
TargetEncoder,SVM,7.35,4.25,3.75,4.3,3.2,3.6,4.05,5.5,GEO
TargetEncoder,DTREE,4.55,4.45,3.45,5.1,3.8,4.55,4.5,5.6,GEO
,avarage,5.39,4.17,4.18,4.16,4.04,4.45,4.93,4.69,GEO
,std,0.86,0.46,0.51,0.59,0.5,0.72,0.76,0.67,GEO
