ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
LeaveOneOutEncoder,KNN,5.6,4.4,4.7,4.6,4.5,4.8,4.7,2.7,IBA
LeaveOneOutEncoder,LRG,5.65,5.55,3.9,3.85,3.9,4.4,5.2,3.55,IBA
LeaveOneOutEncoder,MLP,5.3,4.1,4.0,4.65,4.0,5.1,4.55,4.3,IBA
LeaveOneOutEncoder,SGD,5.6,3.4,4.15,3.65,4.9,5.05,4.6,4.65,IBA
LeaveOneOutEncoder,SVM,7.05,4.9,2.4,4.45,4.8,3.5,3.9,5.0,IBA
LeaveOneOutEncoder,RF,2.15,1.65,5.55,4.85,6.15,5.35,5.25,5.05,IBA
LeaveOneOutEncoder,DTREE,1.95,1.8,5.55,5.9,5.6,5.75,4.4,5.05,IBA
LeaveOneOutEncoder,ABC,2.1,1.65,6.0,5.25,4.6,5.85,4.65,5.9,IBA
,avarage,4.43,3.43,4.53,4.65,4.81,4.98,4.66,4.52,IBA
,std,2.02,1.56,1.17,0.72,0.76,0.76,0.43,1.0,IBA
