ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,RF,2.8,3.8,4.55,4.75,4.6,5.65,4.6,5.25,REC
JamesSteinEncoder,DTREE,3.55,4.85,3.1,5.1,4.25,5.9,4.0,5.25,REC
JamesSteinEncoder,LRG,1.95,2.7,5.0,3.9,4.85,6.65,5.7,5.25,REC
JamesSteinEncoder,KNN,2.6,4.2,4.4,4.25,5.5,5.45,4.2,5.4,REC
JamesSteinEncoder,ABC,2.5,3.05,4.5,4.65,4.85,5.8,5.2,5.45,REC
JamesSteinEncoder,SGD,3.3,3.3,3.8,3.9,5.65,5.55,4.6,5.9,REC
JamesSteinEncoder,MLP,2.25,2.4,4.7,4.85,5.35,5.95,4.2,6.3,REC
JamesSteinEncoder,SVM,3.65,4.25,4.15,3.9,4.95,4.45,4.2,6.45,REC
,avarage,2.82,3.57,4.28,4.41,5.0,5.68,4.59,5.66,REC
,std,0.62,0.85,0.59,0.49,0.47,0.62,0.59,0.49,REC
