ID,DATASET,FOLD,PREPROC,ALGORITHM,ORDER,ALPHA,ENCODER,PRE,REC,SPE,F1,GEO,IBA
abalone-3_vs_11_OrdinalEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,0.5,OrdinalEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_SumEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,0.5,SumEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_TargetEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,0.5,TargetEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BaseNEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,BaseNEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_BinaryEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,BinaryEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_CatBoostEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,CatBoostEncoder,0.9767,0.8911,0.9967,0.9231,0.9422,0.8784
abalone-3_vs_11_GLMMEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,GLMMEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_HashingEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,HashingEncoder,0.9772,0.9010,0.9970,0.9293,0.9476,0.8893
abalone-3_vs_11_HelmertEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,HelmertEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_JamesSteinEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,JamesSteinEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,LeaveOneOutEncoder,0.9767,0.8911,0.9967,0.9231,0.9422,0.8784
abalone-3_vs_11_MEstimateEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,MEstimateEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_OneHotEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,OneHotEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_OrdinalEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,OrdinalEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_SumEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,SumEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_TargetEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,0.5,TargetEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BaseNEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,BaseNEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BinaryEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,BinaryEncoder,0.9851,0.9703,0.9991,0.9750,0.9846,0.9666
abalone-3_vs_11_CatBoostEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,CatBoostEncoder,0.9560,0.9406,0.3519,0.9477,0.5654,0.3385
abalone-3_vs_11_GLMMEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,GLMMEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_HashingEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,HashingEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_HelmertEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,HelmertEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_JamesSteinEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,JamesSteinEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,LeaveOneOutEncoder,0.9748,0.8317,0.9948,0.8859,0.9091,0.8130
abalone-3_vs_11_MEstimateEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,MEstimateEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_OneHotEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,OneHotEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_OrdinalEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,OrdinalEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_SumEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,SumEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_TargetEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,0.5,TargetEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_BaseNEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,BaseNEncoder,0.9759,0.8713,0.9961,0.9107,0.9313,0.8565
abalone-3_vs_11_BinaryEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,BinaryEncoder,0.9759,0.8713,0.9961,0.9107,0.9313,0.8565
abalone-3_vs_11_CatBoostEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,CatBoostEncoder,0.9767,0.8911,0.9967,0.9231,0.9422,0.8784
abalone-3_vs_11_GLMMEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,GLMMEncoder,0.9767,0.8911,0.9967,0.9231,0.9422,0.8784
abalone-3_vs_11_HashingEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,HashingEncoder,0.9759,0.8713,0.9961,0.9107,0.9313,0.8565
abalone-3_vs_11_HelmertEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,HelmertEncoder,0.9755,0.8614,0.9958,0.9046,0.9258,0.8456
abalone-3_vs_11_JamesSteinEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,JamesSteinEncoder,0.9762,0.8812,0.9964,0.9169,0.9368,0.8674
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,LeaveOneOutEncoder,0.9762,0.8812,0.9964,0.9169,0.9368,0.8674
abalone-3_vs_11_MEstimateEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,MEstimateEncoder,0.9762,0.8812,0.9964,0.9169,0.9368,0.8674
abalone-3_vs_11_OneHotEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,OneHotEncoder,0.9759,0.8713,0.9961,0.9107,0.9313,0.8565
abalone-3_vs_11_OrdinalEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,OrdinalEncoder,0.9762,0.8812,0.9964,0.9169,0.9368,0.8674
abalone-3_vs_11_SumEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,SumEncoder,0.9759,0.8713,0.9961,0.9107,0.9313,0.8565
abalone-3_vs_11_TargetEncoder_dtosmote_LRG,abalone-3_vs_11,0,dtosmote,LRG,aspect_ratio,0.5,TargetEncoder,0.9762,0.8812,0.9964,0.9169,0.9368,0.8674
abalone-3_vs_11_BaseNEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,BaseNEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BinaryEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,BinaryEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_CatBoostEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,CatBoostEncoder,0.9604,0.9604,0.3525,0.9604,0.5714,0.3464
abalone-3_vs_11_GLMMEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,GLMMEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_HashingEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,HashingEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_HelmertEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,HelmertEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_JamesSteinEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,JamesSteinEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,LeaveOneOutEncoder,0.9717,0.3861,0.9812,0.5240,0.6061,0.3455
abalone-3_vs_11_MEstimateEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,MEstimateEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_OneHotEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,OneHotEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_OrdinalEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,OrdinalEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_SumEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,SumEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_TargetEncoder_dtosmote_ABC,abalone-3_vs_11,0,dtosmote,ABC,aspect_ratio,0.5,TargetEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_BaseNEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,BaseNEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BinaryEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,BinaryEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_CatBoostEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,CatBoostEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_GLMMEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,GLMMEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_HashingEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,HashingEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_HelmertEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,HelmertEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_JamesSteinEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,JamesSteinEncoder,0.9772,0.9010,0.9970,0.9293,0.9476,0.8893
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,LeaveOneOutEncoder,0.9767,0.8911,0.9967,0.9231,0.9422,0.8784
abalone-3_vs_11_MEstimateEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,MEstimateEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_OneHotEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,OneHotEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_OrdinalEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,OrdinalEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_SumEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,SumEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_TargetEncoder_dtosmote_MLP,abalone-3_vs_11,0,dtosmote,MLP,aspect_ratio,0.5,TargetEncoder,0.9767,0.8911,0.9967,0.9231,0.9422,0.8784
abalone-3_vs_11_BaseNEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,BaseNEncoder,0.9772,0.9010,0.9970,0.9293,0.9476,0.8893
abalone-3_vs_11_BinaryEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,BinaryEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_CatBoostEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,CatBoostEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_GLMMEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,GLMMEncoder,0.9740,0.7921,0.9936,0.8605,0.8864,0.7699
abalone-3_vs_11_HashingEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,HashingEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_HelmertEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,HelmertEncoder,0.9762,0.8812,0.9964,0.9169,0.9368,0.8674
abalone-3_vs_11_JamesSteinEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,JamesSteinEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,LeaveOneOutEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_MEstimateEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,MEstimateEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_OneHotEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,OneHotEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_OrdinalEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,OrdinalEncoder,0.9743,0.8119,0.9942,0.8733,0.8978,0.7914
abalone-3_vs_11_SumEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,SumEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_TargetEncoder_dtosmote_SVM,abalone-3_vs_11,0,dtosmote,SVM,aspect_ratio,0.5,TargetEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_BaseNEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,BaseNEncoder,0.9719,0.4851,0.9842,0.6230,0.6851,0.4460
abalone-3_vs_11_BinaryEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,BinaryEncoder,0.9926,0.9901,0.9997,0.9908,0.9949,0.9888
abalone-3_vs_11_CatBoostEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,CatBoostEncoder,0.9739,0.7822,0.9933,0.8540,0.8806,0.7591
abalone-3_vs_11_GLMMEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,GLMMEncoder,0.9750,0.8416,0.9952,0.8921,0.9147,0.8239
abalone-3_vs_11_HashingEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,HashingEncoder,0.9851,0.9703,0.9991,0.9750,0.9846,0.9666
abalone-3_vs_11_HelmertEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,HelmertEncoder,0.9772,0.9010,0.9970,0.9293,0.9476,0.8893
abalone-3_vs_11_JamesSteinEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,JamesSteinEncoder,0.9742,0.8020,0.9939,0.8669,0.8921,0.7806
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,LeaveOneOutEncoder,0.9739,0.7822,0.9933,0.8540,0.8806,0.7591
abalone-3_vs_11_MEstimateEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,MEstimateEncoder,0.9767,0.8911,0.9967,0.9231,0.9422,0.8784
abalone-3_vs_11_OneHotEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,OneHotEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_OrdinalEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,OrdinalEncoder,0.9881,0.9802,0.9994,0.9826,0.9897,0.9777
abalone-3_vs_11_SumEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,SumEncoder,0.9737,0.7723,0.9930,0.8474,0.8748,0.7484
abalone-3_vs_11_TargetEncoder_dtosmote_SGD,abalone-3_vs_11,0,dtosmote,SGD,aspect_ratio,0.5,TargetEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_BaseNEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,BaseNEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BinaryEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,BinaryEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_CatBoostEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,CatBoostEncoder,0.9851,0.9703,0.9991,0.9750,0.9846,0.9666
abalone-3_vs_11_GLMMEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,GLMMEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_HashingEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,HashingEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_HelmertEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,HelmertEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_JamesSteinEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,JamesSteinEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,LeaveOneOutEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_MEstimateEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,MEstimateEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_OneHotEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,OneHotEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_OrdinalEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,OrdinalEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_SumEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,SumEncoder,0.9851,0.9703,0.9991,0.9750,0.9846,0.9666
abalone-3_vs_11_TargetEncoder_dtosmote_RF,abalone-3_vs_11,0,dtosmote,RF,aspect_ratio,1,TargetEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BaseNEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,BaseNEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_BinaryEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,BinaryEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_CatBoostEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,CatBoostEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_GLMMEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,GLMMEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_HashingEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,HashingEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_HelmertEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,HelmertEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_JamesSteinEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,JamesSteinEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,LeaveOneOutEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_MEstimateEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,MEstimateEncoder,0.9784,0.9208,0.9976,0.9417,0.9583,0.9113
abalone-3_vs_11_OneHotEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,OneHotEncoder,0.9814,0.9505,0.9985,0.9611,0.9742,0.9444
abalone-3_vs_11_OrdinalEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,OrdinalEncoder,0.9802,0.9406,0.9982,0.9545,0.9689,0.9334
abalone-3_vs_11_SumEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,SumEncoder,0.9792,0.9307,0.9979,0.9481,0.9636,0.9223
abalone-3_vs_11_TargetEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,aspect_ratio,1,TargetEncoder,0.9777,0.9109,0.9973,0.9355,0.9530,0.9003
abalone-3_vs_11_BaseNEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,1,BaseNEncoder,0.9851,0.9703,0.9991,0.9750,0.9846,0.9666
abalone-3_vs_11_BinaryEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,1,BinaryEncoder,0.9830,0.9604,0.9988,0.9679,0.9794,0.9555
abalone-3_vs_11_CatBoostEncoder_dtosmote_DTREE,abalone-3_vs_11,0,dtosmote,DTREE,aspect_ratio,1,CatBoostEncoder,0.9655,0.9703,0.3528,0.9674,0.5744,0.3503
