ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,KNN,5.2,3.8,3.75,5.2,5.05,5.05,4.55,3.4,IBA
JamesSteinEncoder,LRG,4.25,4.35,5.05,4.25,4.2,5.2,5.05,3.65,IBA
JamesSteinEncoder,DTREE,4.35,4.65,4.2,4.7,4.65,6.1,3.65,3.7,IBA
JamesSteinEncoder,SVM,7.05,4.7,3.2,4.45,4.4,4.5,3.8,3.9,IBA
JamesSteinEncoder,MLP,4.55,2.85,3.5,4.9,6.05,4.95,5.05,4.15,IBA
JamesSteinEncoder,SGD,4.8,3.3,3.7,4.8,4.55,4.45,6.15,4.25,IBA
JamesSteinEncoder,RF,4.65,3.85,4.45,4.35,5.45,4.25,4.6,4.4,IBA
JamesSteinEncoder,ABC,3.8,3.0,4.3,4.3,4.5,5.55,5.6,4.95,IBA
,avarage,4.83,3.81,4.02,4.62,4.86,5.01,4.81,4.05,IBA
,std,0.99,0.72,0.59,0.34,0.62,0.62,0.85,0.49,IBA
