ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,SVM,6.85,4.65,3.6,4.2,4.4,4.65,3.45,4.2,IBA
HelmertEncoder,KNN,5.0,3.7,3.55,4.75,4.75,5.6,4.35,4.3,IBA
HelmertEncoder,RF,4.0,3.2,4.6,4.15,5.0,5.2,5.0,4.85,IBA
HelmertEncoder,MLP,5.4,3.6,3.9,3.35,4.05,5.45,5.35,4.9,IBA
HelmertEncoder,DTREE,3.5,3.95,4.45,4.4,4.7,5.6,4.4,5.0,IBA
HelmertEncoder,ABC,4.35,3.35,4.15,4.45,3.85,5.15,5.45,5.25,IBA
HelmertEncoder,LRG,3.9,4.0,4.5,4.2,4.1,5.1,4.5,5.7,IBA
HelmertEncoder,SGD,6.2,4.65,3.15,4.05,3.7,4.2,4.2,5.85,IBA
,avarage,4.9,3.89,3.99,4.19,4.32,5.12,4.59,5.01,IBA
,std,1.18,0.54,0.52,0.41,0.47,0.48,0.66,0.59,IBA
