ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,MLP,3.45,4.25,4.9,3.9,4.9,5.7,4.95,3.95,REC
BinaryEncoder,RF,2.55,4.0,5.65,3.95,4.45,6.2,5.15,4.05,REC
BinaryEncoder,ABC,3.4,4.15,4.95,5.05,4.7,5.55,4.0,4.2,REC
BinaryEncoder,LRG,2.4,4.2,4.35,4.55,4.1,6.15,5.55,4.7,REC
BinaryEncoder,SVM,3.1,4.35,4.75,4.4,4.4,5.7,4.6,4.7,REC
BinaryEncoder,DTREE,2.35,3.65,4.4,5.2,4.4,6.35,4.9,4.75,REC
BinaryEncoder,KNN,2.85,4.2,5.35,4.6,4.0,5.4,4.5,5.1,REC
BinaryEncoder,SGD,3.4,3.2,4.35,4.45,4.1,5.35,5.55,5.6,REC
,avarage,2.94,4.0,4.84,4.51,4.38,5.8,4.9,4.63,REC
,std,0.46,0.39,0.48,0.46,0.31,0.38,0.53,0.56,REC
