ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,SVM,3.35,4.25,4.2,4.65,5.2,5.3,4.25,4.8,REC
OrdinalEncoder,MLP,2.15,2.75,4.7,4.9,4.6,6.15,5.55,5.2,REC
OrdinalEncoder,RF,2.25,2.75,4.65,5.45,5.75,6.2,3.7,5.25,REC
OrdinalEncoder,SGD,3.8,3.2,4.9,4.05,5.15,5.65,4.0,5.25,REC
OrdinalEncoder,KNN,3.0,4.8,4.95,3.6,4.4,6.1,3.6,5.55,REC
OrdinalEncoder,DTREE,2.3,3.75,3.8,4.75,3.9,6.6,5.3,5.6,REC
OrdinalEncoder,LRG,1.9,2.4,4.75,4.9,5.5,5.5,5.45,5.6,REC
OrdinalEncoder,ABC,3.4,4.15,4.1,4.25,4.35,5.8,4.2,5.75,REC
,avarage,2.77,3.51,4.51,4.57,4.86,5.91,4.51,5.38,REC
,std,0.71,0.86,0.42,0.58,0.64,0.43,0.8,0.31,REC
