ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
TargetEncoder,LRG,3.05,3.55,4.1,4.15,5.8,6.1,5.9,3.35,F1
TargetEncoder,RF,3.6,4.1,4.6,4.45,5.1,5.3,5.0,3.85,F1
TargetEncoder,MLP,3.3,3.1,5.1,4.4,4.6,6.9,4.7,3.9,F1
TargetEncoder,KNN,3.5,4.5,5.45,5.0,4.75,4.55,4.15,4.1,F1
TargetEncoder,ABC,2.95,4.05,5.15,4.85,4.55,4.25,5.95,4.25,F1
TargetEncoder,SVM,4.25,4.25,4.25,3.8,4.9,4.5,5.15,4.9,F1
TargetEncoder,DTREE,3.65,4.35,3.75,5.1,4.1,5.25,4.8,5.0,F1
TargetEncoder,SGD,3.8,2.5,4.7,2.65,4.8,6.05,5.55,5.95,F1
,avarage,3.51,3.8,4.64,4.3,4.82,5.36,5.15,4.41,F1
,std,0.42,0.7,0.58,0.8,0.49,0.93,0.62,0.83,F1
