ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,LRG,4.4,4.3,5.1,3.9,4.2,5.15,5.25,3.7,GEO
JamesSteinEncoder,KNN,5.2,4.0,3.55,5.0,5.05,4.45,4.55,4.2,GEO
JamesSteinEncoder,RF,4.75,3.95,4.35,4.05,5.45,4.45,4.5,4.5,GEO
JamesSteinEncoder,MLP,4.55,3.1,3.15,4.85,6.05,4.8,4.9,4.6,GEO
JamesSteinEncoder,SGD,4.75,3.45,4.0,4.2,4.45,4.65,5.85,4.65,GEO
JamesSteinEncoder,SVM,6.85,4.5,3.4,4.25,4.3,4.4,3.4,4.9,GEO
JamesSteinEncoder,DTREE,4.15,4.55,4.0,4.5,4.35,5.8,3.6,5.05,GEO
JamesSteinEncoder,ABC,3.8,2.9,4.4,4.3,4.4,5.35,5.5,5.35,GEO
,avarage,4.81,3.84,3.99,4.38,4.78,4.88,4.69,4.62,GEO
,std,0.93,0.63,0.63,0.38,0.67,0.51,0.87,0.51,GEO
