ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,KNN,6.6,3.85,3.85,5.3,3.3,3.4,5.9,3.8,SPE
BinaryEncoder,MLP,5.35,4.15,4.65,4.5,3.85,4.05,4.8,4.65,SPE
BinaryEncoder,SGD,5.9,3.75,4.45,4.3,4.7,3.75,4.2,4.95,SPE
BinaryEncoder,RF,4.8,3.9,4.6,3.5,4.4,4.8,4.8,5.2,SPE
BinaryEncoder,ABC,5.7,4.65,3.35,3.55,4.1,4.45,4.7,5.5,SPE
BinaryEncoder,SVM,7.25,4.5,3.1,3.7,2.95,4.35,4.65,5.5,SPE
BinaryEncoder,DTREE,3.9,3.7,4.1,4.9,4.35,5.65,3.85,5.55,SPE
BinaryEncoder,LRG,5.45,5.05,3.65,3.5,3.1,4.95,4.35,5.95,SPE
,avarage,5.62,4.19,3.97,4.16,3.84,4.43,4.66,5.14,SPE
,std,1.03,0.49,0.58,0.7,0.66,0.71,0.6,0.67,SPE
