ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,RF,2.95,3.9,4.85,4.9,4.7,5.75,4.7,4.25,REC
JamesSteinEncoder,LRG,2.1,2.8,5.2,4.05,4.9,6.55,5.7,4.7,REC
JamesSteinEncoder,ABC,2.6,3.15,4.5,4.75,4.95,5.9,5.2,4.95,REC
JamesSteinEncoder,KNN,2.8,4.3,4.5,4.25,5.5,5.55,4.1,5.0,REC
JamesSteinEncoder,SVM,3.65,4.45,4.35,4.1,5.15,4.65,4.5,5.15,REC
JamesSteinEncoder,DTREE,3.45,4.8,3.2,4.9,4.25,5.85,3.95,5.6,REC
JamesSteinEncoder,SGD,3.3,3.15,3.8,3.95,5.8,5.6,4.6,5.8,REC
JamesSteinEncoder,MLP,2.25,2.4,4.6,4.7,5.15,5.95,4.1,6.85,REC
,avarage,2.89,3.62,4.38,4.45,5.05,5.72,4.61,5.29,REC
,std,0.56,0.86,0.62,0.4,0.48,0.53,0.6,0.8,REC
