ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,ABC,3.55,4.65,5.3,4.45,4.25,5.7,4.55,3.55,REC
BaseNEncoder,RF,2.75,3.9,5.1,5.15,4.5,6.9,4.05,3.65,REC
BaseNEncoder,DTREE,2.2,4.05,3.4,5.45,4.1,6.7,6.1,4.0,REC
BaseNEncoder,LRG,2.35,4.35,4.5,5.55,4.1,6.1,4.6,4.45,REC
BaseNEncoder,KNN,2.55,4.0,5.0,4.8,4.45,6.05,4.55,4.6,REC
BaseNEncoder,MLP,3.45,3.75,4.3,3.4,5.5,6.0,4.75,4.85,REC
BaseNEncoder,SVM,3.2,3.65,4.45,4.55,4.55,5.8,4.9,4.9,REC
BaseNEncoder,SGD,3.55,3.5,4.15,4.35,4.95,5.75,4.25,5.5,REC
,avarage,2.95,3.98,4.52,4.71,4.55,6.12,4.72,4.44,REC
,std,0.55,0.38,0.61,0.7,0.47,0.44,0.62,0.67,REC
