ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,DTREE,4.85,5.25,3.35,3.85,4.95,5.55,5.15,3.05,PRE
SumEncoder,KNN,5.2,4.3,5.1,4.2,4.6,4.9,4.6,3.1,PRE
SumEncoder,MLP,4.75,4.4,4.25,4.2,4.95,5.45,4.2,3.8,PRE
SumEncoder,LRG,3.3,4.95,4.1,4.25,4.45,6.05,4.65,4.25,PRE
SumEncoder,SVM,5.05,5.15,3.15,4.65,4.25,5.75,3.5,4.5,PRE
SumEncoder,ABC,4.15,4.45,4.3,4.4,4.75,4.35,4.65,4.95,PRE
SumEncoder,RF,3.95,4.65,4.15,3.95,5.05,4.85,4.0,5.4,PRE
SumEncoder,SGD,5.65,4.0,3.65,3.15,4.0,4.85,4.3,6.4,PRE
,avarage,4.61,4.64,4.01,4.08,4.62,5.22,4.38,4.43,PRE
,std,0.76,0.44,0.62,0.45,0.37,0.57,0.5,1.15,PRE
