ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.8,4.0,5.3,4.2,4.3,5.3,4.6,4.5,PRE
HelmertEncoder,KNN,4.4,4.1,3.75,4.15,5.05,5.6,4.05,4.9,PRE
HelmertEncoder,ABC,4.05,3.85,4.25,4.15,4.25,5.45,5.05,4.95,PRE
HelmertEncoder,SVM,4.55,4.15,3.6,5.0,4.6,4.75,3.95,5.4,PRE
HelmertEncoder,MLP,4.1,3.3,4.4,3.45,4.55,5.55,5.05,5.6,PRE
HelmertEncoder,RF,3.0,3.8,4.7,3.8,4.4,5.3,5.2,5.8,PRE
HelmertEncoder,SGD,4.9,3.8,4.0,5.25,4.8,3.15,4.1,6.0,PRE
HelmertEncoder,LRG,2.2,3.3,4.8,4.2,4.3,5.9,5.0,6.3,PRE
,avarage,3.88,3.79,4.35,4.28,4.53,5.12,4.62,5.43,PRE
,std,0.88,0.33,0.57,0.59,0.28,0.86,0.52,0.61,PRE
