ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,KNN,5.7,4.3,4.3,5.2,3.7,4.0,5.5,3.3,GEO
BinaryEncoder,RF,4.6,4.2,4.8,4.0,4.5,5.2,5.3,3.4,GEO
BinaryEncoder,MLP,5.55,4.0,4.85,4.2,3.8,4.95,4.7,3.95,GEO
BinaryEncoder,ABC,5.6,4.45,4.35,3.7,3.8,5.0,4.9,4.2,GEO
BinaryEncoder,SVM,7.35,4.6,3.3,3.3,3.25,5.55,4.45,4.2,GEO
BinaryEncoder,DTREE,3.6,3.7,4.1,5.4,4.55,6.05,3.85,4.75,GEO
BinaryEncoder,LRG,5.1,5.3,4.05,3.65,3.2,4.9,4.5,5.3,GEO
BinaryEncoder,SGD,6.0,3.5,3.4,3.8,4.6,4.4,4.3,6.0,GEO
,avarage,5.44,4.26,4.14,4.16,3.92,5.01,4.69,4.39,GEO
,std,1.09,0.56,0.57,0.75,0.57,0.63,0.54,0.92,GEO
