ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,4.3,3.6,4.9,4.6,4.8,5.6,4.5,3.7,SPE
HelmertEncoder,ABC,4.9,2.95,4.7,4.55,4.55,5.35,5.3,3.7,SPE
HelmertEncoder,SGD,6.55,4.6,3.6,3.55,4.35,4.95,4.3,4.1,SPE
HelmertEncoder,MLP,5.8,3.9,3.7,3.2,4.45,5.35,5.4,4.2,SPE
HelmertEncoder,KNN,6.1,4.1,2.85,4.65,4.05,4.35,5.25,4.65,SPE
HelmertEncoder,LRG,4.3,3.75,4.2,4.75,4.4,4.6,4.9,5.1,SPE
HelmertEncoder,RF,3.9,3.0,4.6,4.1,4.5,5.1,5.1,5.7,SPE
HelmertEncoder,SVM,7.05,4.95,3.5,4.4,3.3,3.35,3.15,6.3,SPE
,avarage,5.36,3.86,4.01,4.22,4.3,4.83,4.74,4.68,SPE
,std,1.17,0.7,0.71,0.57,0.46,0.73,0.75,0.95,SPE
