ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,KNN,5.3,3.7,3.8,5.1,5.2,4.8,4.5,3.6,GEO
OneHotEncoder,MLP,5.55,4.4,4.35,3.35,3.55,5.45,4.6,4.75,GEO
OneHotEncoder,RF,5.9,4.9,4.15,4.0,3.95,3.9,4.4,4.8,GEO
OneHotEncoder,SVM,7.45,4.7,2.5,3.9,3.65,4.05,4.55,5.2,GEO
OneHotEncoder,DTREE,4.3,4.7,3.7,3.8,3.1,5.85,5.0,5.55,GEO
OneHotEncoder,SGD,6.35,4.1,4.3,3.05,3.45,4.65,4.5,5.6,GEO
OneHotEncoder,ABC,5.5,4.4,4.7,3.85,3.25,4.45,4.2,5.65,GEO
OneHotEncoder,LRG,5.45,5.65,3.55,2.7,3.65,4.3,4.8,5.9,GEO
,avarage,5.72,4.57,3.88,3.72,3.72,4.68,4.57,5.13,GEO
,std,0.91,0.58,0.68,0.72,0.65,0.67,0.24,0.74,GEO
