ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,RF,2.65,3.9,5.1,5.3,4.5,6.8,4.05,3.7,REC
BaseNEncoder,KNN,2.7,4.1,5.1,4.85,4.65,6.05,4.65,3.9,REC
BaseNEncoder,ABC,3.5,4.7,5.1,4.45,4.25,5.5,4.35,4.15,REC
BaseNEncoder,MLP,3.55,3.85,4.45,3.5,5.45,6.0,4.9,4.3,REC
BaseNEncoder,SVM,3.1,3.85,4.65,4.55,4.65,5.7,5.0,4.5,REC
BaseNEncoder,DTREE,2.2,3.95,3.4,5.45,3.95,6.5,5.95,4.6,REC
BaseNEncoder,SGD,3.65,3.75,4.2,4.55,5.0,5.75,4.3,4.8,REC
BaseNEncoder,LRG,2.5,4.15,4.35,5.45,4.05,6.0,4.55,4.95,REC
,avarage,2.98,4.03,4.54,4.76,4.56,6.04,4.72,4.36,REC
,std,0.55,0.3,0.59,0.66,0.5,0.43,0.59,0.43,REC
