ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,RF,4.4,5.0,4.55,4.1,3.95,4.95,4.95,4.1,F1
OneHotEncoder,MLP,4.35,4.35,4.25,3.85,4.15,5.8,4.95,4.3,F1
OneHotEncoder,SGD,4.9,3.65,4.75,3.9,3.6,5.95,4.85,4.4,F1
OneHotEncoder,LRG,4.0,5.55,3.55,3.1,3.85,5.15,6.35,4.45,F1
OneHotEncoder,ABC,4.1,4.3,5.0,4.5,3.7,5.35,3.9,5.15,F1
OneHotEncoder,DTREE,3.5,4.7,3.6,3.3,3.5,6.55,5.6,5.25,F1
OneHotEncoder,KNN,2.8,4.0,4.2,4.6,5.2,5.7,4.1,5.4,F1
OneHotEncoder,SVM,4.95,4.7,3.0,4.6,3.85,4.3,5.15,5.45,F1
,avarage,4.12,4.53,4.11,3.99,3.98,5.47,4.98,4.81,F1
,std,0.71,0.59,0.68,0.57,0.54,0.69,0.78,0.55,F1
