ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,KNN,5.3,4.1,4.1,5.2,4.0,4.5,5.6,3.2,IBA
BaseNEncoder,ABC,5.85,5.15,4.55,3.65,3.35,4.55,5.25,3.65,IBA
BaseNEncoder,DTREE,3.6,3.7,3.2,5.3,4.8,5.8,5.8,3.8,IBA
BaseNEncoder,RF,4.75,3.85,4.55,5.05,4.05,6.0,3.9,3.85,IBA
BaseNEncoder,SGD,6.2,3.95,4.05,3.15,4.65,5.2,4.95,3.85,IBA
BaseNEncoder,SVM,7.35,4.3,2.8,3.95,4.05,4.85,4.6,4.1,IBA
BaseNEncoder,MLP,5.5,4.2,3.9,3.15,5.25,5.4,4.2,4.4,IBA
BaseNEncoder,LRG,5.05,4.95,3.65,4.55,3.65,5.35,3.85,4.95,IBA
,avarage,5.45,4.28,3.85,4.25,4.22,5.21,4.77,3.98,IBA
,std,1.1,0.52,0.62,0.89,0.63,0.55,0.75,0.52,IBA
